"lek.song.type","lek","segment","obs1","obs2"
"HC2-B3","HC2",18,"p","p"
"HC2-B3","HC2",19,"p","p"
"HC2-B3","HC2",20,"p","p"
"HC2-E1","HC2",1,"d","d"
"HC2-E1","HC2",2,"p","p"
"HC2-E1","HC2",3,"p","p"
"HC2-E1","HC2",4,"u","u"
"HC2-E1","HC2",5,"p","p"
"HC2-E1","HC2",6,"u","u"
"HC2-E1","HC2",7,"u","u"
"HC2-E1","HC2",8,"u","u"
"HC2-E1","HC2",9,"u","u"
"HC2-E1","HC2",10,"u","u"
"HC2-E1","HC2",11,"p","p"
"HC2-E1","HC2",12,"p","p"
"HC2-E1","HC2",13,"p","p"
"HC2-E1","HC2",14,"p","p"
"HC2-E1","HC2",15,"p","p"
"HC2-E1","HC2",16,"p","p"
"HC2-E1","HC2",17,"d","d"
"HC2-E1","HC2",18,"p","p"
"HC2-E1","HC2",19,"p","p"
"HC2-E1","HC2",20,"u","u"
"HC2-E1","HC2",1,"d","d"
"HC2-E1","HC2",2,"d","d"
"HC2-E1","HC2",3,"p","p"
"HC2-E1","HC2",4,"u","u"
"HC2-E1","HC2",5,"p","p"
"HC2-E1","HC2",6,"u","u"
"HC2-E1","HC2",7,"u","u"
"HC2-E1","HC2",8,"u","u"
"HC2-E1","HC2",9,"u","u"
"HC2-E1","HC2",10,"u","u"
"HC2-E1","HC2",11,"p","p"
"HC2-E1","HC2",12,"p","p"
"HC2-E1","HC2",13,"p","p"
"HC2-E1","HC2",14,"p","p"
"HC2-E1","HC2",15,"p","p"
"HC2-E1","HC2",16,"p","p"
"HC2-E1","HC2",17,"d","d"
"HC2-E1","HC2",18,"p","p"
"HC2-E1","HC2",19,"p","p"
"HC2-E1","HC2",20,"u","u"
"HC2-E1","HC2",1,"d","d"
"HC2-E1","HC2",2,"p","p"
"HC2-E1","HC2",3,"p","p"
"HC2-E1","HC2",4,"u","u"
"HC2-E1","HC2",5,"p","p"
"HC2-E1","HC2",6,"p","p"
"HC2-E1","HC2",7,"u","u"
"HC2-E1","HC2",8,"u","u"
"HC2-E1","HC2",9,"u","u"
"HC2-E1","HC2",10,"p","p"
"HC2-E1","HC2",11,"p","p"
"HC2-E1","HC2",12,"p","p"
"HC2-E1","HC2",13,"p","p"
"HC2-E1","HC2",14,"p","p"
"HC2-E1","HC2",15,"p","p"
"HC2-E1","HC2",16,"p","p"
"HC2-E1","HC2",17,"d","d"
"HC2-E1","HC2",18,"p","p"
"HC2-E1","HC2",19,"p","p"
"HC2-E1","HC2",20,"p","p"
"HC2-E1","HC2",1,"d","d"
"HC2-E1","HC2",2,"d","d"
"HC2-E1","HC2",3,"u","u"
"HC2-E1","HC2",4,"u","u"
"HC2-E1","HC2",5,"p","p"
"HC2-E1","HC2",6,"u","u"
"HC2-E1","HC2",7,"u","u"
"HC2-E1","HC2",8,"u","u"
"HC2-E1","HC2",9,"u","u"
"HC2-E1","HC2",10,"p","p"
"HC2-E1","HC2",11,"p","p"
"HC2-E1","HC2",12,"p","p"
"HC2-E1","HC2",13,"p","p"
"HC2-E1","HC2",14,"p","p"
"HC2-E1","HC2",15,"p","p"
"HC2-E1","HC2",16,"p","p"
"HC2-E1","HC2",17,"d","d"
"HC2-E1","HC2",18,"d","d"
"HC2-E1","HC2",19,"d","d"
"HC2-E1","HC2",20,"u","u"
"HC2-F2","HC2",1,"p","p"
"HC2-F2","HC2",2,"p","p"
"HC2-F2","HC2",3,"p","p"
"HC2-F2","HC2",4,"s","s"
"HC2-F2","HC2",5,"s","s"
"HC2-F2","HC2",6,"s","s"
"HC2-F2","HC2",7,"s","s"
"HC2-F2","HC2",8,"s","s"
"HC2-F2","HC2",9,"s","s"
"HC2-F2","HC2",10,"s","s"
"HC2-F2","HC2",11,"s","s"
"HC2-F2","HC2",12,"s","s"
"HC2-F2","HC2",13,"s","s"
"HC2-F2","HC2",14,"s","s"
"HC2-F2","HC2",15,"s","s"
"HC2-F2","HC2",16,"s","s"
"HC2-F2","HC2",17,"s","s"
"HC2-F2","HC2",18,"s","s"
"HC2-F2","HC2",19,"s","s"
"HC2-F2","HC2",20,"s","s"
"HC2-F2","HC2",1,"p","p"
"HC2-F2","HC2",2,"p","p"
"HC2-F2","HC2",3,"p","p"
"HC2-F2","HC2",4,"s","s"
"HC2-F2","HC2",5,"s","s"
"HC2-F2","HC2",6,"s","s"
"HC2-F2","HC2",7,"s","s"
"HC2-F2","HC2",8,"s","s"
"HC2-F2","HC2",9,"s","s"
"HC2-F2","HC2",10,"s","s"
"HC2-F2","HC2",11,"s","s"
"HC2-F2","HC2",12,"s","s"
"HC2-F2","HC2",13,"s","s"
"HC2-F2","HC2",14,"s","s"
"HC2-F2","HC2",15,"s","s"
"HC2-F2","HC2",16,"s","s"
"HC2-F2","HC2",17,"s","s"
"HC2-F2","HC2",18,"s","s"
"HC2-F2","HC2",19,"s","s"
"HC2-F2","HC2",20,"s","s"
"HC2-F2","HC2",1,"p","p"
"HC2-F2","HC2",2,"p","p"
"HC2-F2","HC2",3,"p","p"
"HC2-F2","HC2",4,"s","s"
"HC2-F2","HC2",5,"s","s"
"HC2-F2","HC2",6,"s","s"
"HC2-F2","HC2",7,"s","s"
"HC2-F2","HC2",8,"s","s"
"HC2-F2","HC2",9,"s","s"
"HC2-F2","HC2",10,"s","s"
"HC2-F2","HC2",11,"s","s"
"HC2-F2","HC2",12,"s","s"
"HC2-F2","HC2",13,"s","s"
"HC2-F2","HC2",14,"s","s"
"HC2-F2","HC2",15,"s","s"
"HC2-F2","HC2",16,"s","s"
"HC2-F2","HC2",17,"s","s"
"HC2-F2","HC2",18,"s","s"
"HC2-F2","HC2",19,"s","s"
"HC2-F2","HC2",20,"s","s"
"HC2-F2","HC2",1,"p","p"
"HC2-F2","HC2",2,"p","p"
"HC2-F2","HC2",3,"p","p"
"HC2-F2","HC2",4,"s","s"
"HC2-F2","HC2",5,"s","s"
"HC2-F2","HC2",6,"s","s"
"HC2-F2","HC2",7,"s","s"
"HC2-F2","HC2",8,"s","s"
"HC2-F2","HC2",9,"s","s"
"HC2-F2","HC2",10,"s","s"
"HC2-F2","HC2",11,"s","s"
"HC2-F2","HC2",12,"s","s"
"HC2-F2","HC2",13,"s","s"
"HC2-F2","HC2",14,"s","s"
"HC2-F2","HC2",15,"s","s"
"HC2-F2","HC2",16,"s","s"
"HC2-F2","HC2",17,"s","s"
"HC2-F2","HC2",18,"s","s"
"HC2-F2","HC2",19,"s","s"
"HC2-F2","HC2",20,"s","s"
"HC2-F1","HC2",1,"p","p"
"HC2-F1","HC2",2,"p","p"
"HC2-F1","HC2",3,"p","p"
"HC2-F1","HC2",4,"s","s"
"HC2-F1","HC2",5,"s","s"
"HC2-F1","HC2",6,"s","s"
"HC2-F1","HC2",7,"s","s"
"HC2-F1","HC2",8,"s","s"
"HC2-F1","HC2",9,"s","s"
"HC2-F1","HC2",10,"s","s"
"HC2-F1","HC2",11,"s","s"
"HC2-F1","HC2",12,"s","s"
"HC2-F1","HC2",13,"s","s"
"HC2-F1","HC2",14,"s","s"
"HC2-F1","HC2",15,"s","s"
"HC2-F1","HC2",16,"s","s"
"HC2-F1","HC2",17,"s","s"
"HC2-F1","HC2",18,"s","s"
"HC2-F1","HC2",19,"p","p"
"HC2-F1","HC2",20,"p","p"
"HC2-F1","HC2",1,"p","p"
"HC2-F1","HC2",2,"p","p"
"HC2-F1","HC2",3,"p","p"
"HC2-F1","HC2",4,"s","s"
"HC2-F1","HC2",5,"s","s"
"HC2-F1","HC2",6,"s","s"
"HC2-F1","HC2",7,"s","s"
"HC2-F1","HC2",8,"s","s"
"HC2-F1","HC2",9,"s","s"
"HC2-F1","HC2",10,"s","s"
"HC2-F1","HC2",11,"s","s"
"HC2-F1","HC2",12,"s","s"
"HC2-F1","HC2",13,"s","s"
"HC2-F1","HC2",14,"s","s"
"HC2-F1","HC2",15,"s","s"
"HC2-F1","HC2",16,"s","s"
"HC2-F1","HC2",17,"s","s"
"HC2-F1","HC2",18,"p","p"
"HC2-F1","HC2",19,"p","p"
"HC2-F1","HC2",20,"p","p"
"HC2-F1","HC2",1,"p","p"
"HC2-F1","HC2",2,"p","p"
"HC2-F1","HC2",3,"p","p"
"HC2-F1","HC2",4,"p","p"
"HC2-F1","HC2",5,"s","s"
"HC2-F1","HC2",6,"s","s"
"HC2-F1","HC2",7,"s","s"
"HC2-F1","HC2",8,"s","s"
"HC2-F1","HC2",9,"s","s"
"HC2-F1","HC2",10,"s","s"
"HC2-F1","HC2",11,"s","s"
"HC2-F1","HC2",12,"s","s"
"HC2-F1","HC2",13,"s","s"
"HC2-F1","HC2",14,"s","s"
"HC2-F1","HC2",15,"s","s"
"HC2-F1","HC2",16,"s","s"
"HC2-F1","HC2",17,"s","s"
"HC2-F1","HC2",18,"s","s"
"HC2-F1","HC2",19,"p","p"
"HC2-F1","HC2",20,"p","p"
"HC2-F1","HC2",1,"p","p"
"HC2-F1","HC2",2,"p","p"
"HC2-F1","HC2",3,"p","p"
"HC2-F1","HC2",4,"s","s"
"HC2-F1","HC2",5,"s","s"
"HC2-F1","HC2",6,"s","s"
"HC2-F1","HC2",7,"s","s"
"HC2-F1","HC2",8,"s","s"
"HC2-F1","HC2",9,"s","s"
"HC2-F1","HC2",10,"s","s"
"HC2-F1","HC2",11,"s","s"
"HC2-F1","HC2",12,"s","s"
"HC2-F1","HC2",13,"s","s"
"HC2-F1","HC2",14,"s","s"
"HC2-F1","HC2",15,"s","s"
"HC2-F1","HC2",16,"s","s"
"HC2-F1","HC2",17,"s","s"
"HC2-F1","HC2",18,"s","s"
"HC2-F1","HC2",19,"p","p"
"HC2-F1","HC2",20,"p","p"
"SIR-A1","SIR",1,"d","d"
"SIR-A1","SIR",2,"d","d"
"SIR-A1","SIR",3,"d","d"
"SIR-A1","SIR",4,"u","u"
"SIR-A1","SIR",5,"d","d"
"SIR-A1","SIR",6,"u","u"
"SIR-A1","SIR",7,"u","u"
"SIR-A1","SIR",8,"u","u"
"SIR-A1","SIR",9,"u","u"
"SIR-A1","SIR",10,"u","u"
"SIR-A1","SIR",11,"u","u"
"SIR-A1","SIR",12,"p","p"
"SIR-A1","SIR",13,"p","p"
"SIR-A1","SIR",14,"p","p"
"SIR-A1","SIR",15,"p","p"
"SIR-A1","SIR",16,"d","d"
"SIR-A1","SIR",17,"d","d"
"SIR-A1","SIR",18,"d","d"
"SIR-A1","SIR",19,"d","d"
"SIR-A1","SIR",20,"u","u"
"SIR-A1","SIR",1,"d","d"
"SIR-A1","SIR",2,"p","p"
"SIR-A1","SIR",3,"p","p"
"SIR-A1","SIR",4,"u","u"
"SIR-A1","SIR",5,"d","d"
"SIR-A1","SIR",6,"u","u"
"SIR-A1","SIR",7,"u","u"
"SIR-A1","SIR",8,"u","u"
"SIR-A1","SIR",9,"u","u"
"SIR-A1","SIR",10,"u","u"
"SIR-A1","SIR",11,"p","p"
"SIR-A1","SIR",12,"p","p"
"SIR-A1","SIR",13,"p","p"
"SIR-A1","SIR",14,"p","p"
"SIR-A1","SIR",15,"p","p"
"SIR-A1","SIR",16,"d","d"
"SIR-A1","SIR",17,"d","d"
"SIR-A1","SIR",18,"d","d"
"SIR-A1","SIR",19,"d","d"
"SIR-A1","SIR",20,"u","u"
"SIR-A1","SIR",1,"d","d"
"SIR-A1","SIR",2,"d","d"
"SIR-A1","SIR",3,"d","d"
"SIR-A1","SIR",4,"u","u"
"SIR-A1","SIR",5,"d","d"
"SIR-A1","SIR",6,"d","d"
"SIR-A1","SIR",7,"u","u"
"SIR-A1","SIR",8,"u","u"
"SIR-A1","SIR",9,"u","u"
"SIR-A1","SIR",10,"u","u"
"SIR-A1","SIR",11,"p","p"
"SIR-A1","SIR",12,"p","p"
"SIR-A1","SIR",13,"p","p"
"SIR-A1","SIR",14,"p","p"
"SIR-A1","SIR",15,"p","p"
"SIR-A1","SIR",16,"p","p"
"SIR-A1","SIR",17,"d","d"
"SIR-A1","SIR",18,"d","d"
"SIR-A1","SIR",19,"d","d"
"SIR-A1","SIR",20,"u","u"
"SUR-A4","SUR",1,"d","d"
"SUR-A4","SUR",2,"p","p"
"SUR-A4","SUR",3,"p","p"
"SUR-A4","SUR",4,"p","p"
"SUR-A4","SUR",5,"p","p"
"SUR-A4","SUR",6,"p","p"
"SUR-A4","SUR",7,"s","s"
"SUR-A4","SUR",8,"s","s"
"SUR-A4","SUR",9,"s","s"
"SUR-A4","SUR",10,"s","s"
"SUR-A4","SUR",11,"s","s"
"SUR-A4","SUR",12,"s","s"
"SUR-A4","SUR",13,"s","s"
"SUR-A4","SUR",14,"s","s"
"SUR-A4","SUR",15,"s","s"
"SUR-A4","SUR",16,"s","s"
"SUR-A4","SUR",17,"s","s"
"SUR-A4","SUR",18,"s","s"
"SUR-A4","SUR",19,"s","s"
"SUR-A4","SUR",20,"s","s"
"SUR-A4","SUR",1,"p","p"
"SUR-A4","SUR",2,"p","p"
"SUR-A4","SUR",3,"p","p"
"SUR-A4","SUR",4,"p","p"
"SUR-A4","SUR",5,"p","p"
"SUR-A4","SUR",6,"p","p"
"SUR-A4","SUR",7,"s","s"
"SUR-A4","SUR",8,"s","s"
"SUR-A4","SUR",9,"s","s"
"SUR-A4","SUR",10,"s","s"
"SUR-A4","SUR",11,"s","s"
"SUR-A4","SUR",12,"s","s"
"SUR-A4","SUR",13,"s","s"
"SUR-A4","SUR",14,"s","s"
"SUR-A4","SUR",15,"s","s"
"SUR-A4","SUR",16,"s","s"
"SUR-A4","SUR",17,"s","s"
"SUR-A4","SUR",18,"s","s"
"SUR-A4","SUR",19,"s","s"
"SUR-A4","SUR",20,"s","s"
"SUR-A4","SUR",1,"d","d"
"SUR-A4","SUR",2,"p","p"
"SUR-A4","SUR",3,"p","p"
"SUR-A4","SUR",4,"p","p"
"SUR-A4","SUR",5,"p","p"
"SUR-A4","SUR",6,"p","p"
"SUR-A4","SUR",7,"s","s"
"SUR-A4","SUR",8,"s","s"
"SUR-A4","SUR",9,"s","s"
"SUR-A4","SUR",10,"s","s"
"SUR-A4","SUR",11,"s","s"
"SUR-A4","SUR",12,"s","s"
"SUR-A4","SUR",13,"s","s"
"SUR-A4","SUR",14,"s","s"
"SUR-A4","SUR",15,"s","s"
"SUR-A4","SUR",16,"s","s"
"SUR-A4","SUR",17,"s","s"
"SUR-A4","SUR",18,"s","s"
"SUR-A4","SUR",19,"s","s"
"SUR-A4","SUR",20,"s","s"
"SUR-A4","SUR",1,"d","d"
"SUR-A4","SUR",2,"p","p"
"SUR-A4","SUR",3,"p","p"
"SUR-A4","SUR",4,"p","p"
"SUR-A4","SUR",5,"p","p"
"SUR-A4","SUR",6,"p","p"
"SUR-A4","SUR",7,"s","s"
"SUR-A4","SUR",8,"s","s"
"SUR-A4","SUR",9,"s","s"
"SUR-A4","SUR",10,"s","s"
"SUR-A4","SUR",11,"s","s"
"SUR-A4","SUR",12,"s","s"
"SUR-A4","SUR",13,"s","s"
"SUR-A4","SUR",14,"s","s"
"SUR-A4","SUR",15,"s","s"
"SUR-A4","SUR",16,"s","s"
"SUR-A4","SUR",17,"s","s"
"SUR-A4","SUR",18,"s","s"
"SUR-A4","SUR",19,"s","s"
"SUR-A4","SUR",20,"s","s"
"SUR-J4","SUR",1,"p","p"
"SUR-J4","SUR",2,"p","p"
"SUR-J4","SUR",3,"p","p"
"SUR-J4","SUR",4,"s","s"
"SUR-J4","SUR",5,"s","s"
"SUR-J4","SUR",6,"s","s"
"SUR-J4","SUR",7,"s","s"
"SUR-J4","SUR",8,"s","s"
"SUR-J4","SUR",9,"s","s"
"SUR-J4","SUR",10,"s","s"
"SUR-J4","SUR",11,"s","s"
"SUR-J4","SUR",12,"s","s"
"SUR-J4","SUR",13,"s","s"
"SUR-J4","SUR",14,"s","s"
"SUR-J4","SUR",15,"s","s"
"SUR-J4","SUR",16,"s","s"
"SUR-J4","SUR",17,"s","s"
"SUR-J4","SUR",18,"s","s"
"SUR-J4","SUR",19,"s","s"
"SUR-J4","SUR",20,"s","s"
"SUR-J4","SUR",1,"p","p"
"SUR-J4","SUR",2,"p","p"
"SUR-J4","SUR",3,"p","p"
"SUR-J4","SUR",4,"s","s"
"SUR-J4","SUR",5,"s","s"
"SUR-J4","SUR",6,"s","s"
"SUR-J4","SUR",7,"s","s"
"SUR-J4","SUR",8,"s","s"
"SUR-J4","SUR",9,"s","s"
"SUR-J4","SUR",10,"s","s"
"SUR-J4","SUR",11,"s","s"
"SUR-J4","SUR",12,"s","s"
"SUR-J4","SUR",13,"s","s"
"SUR-J4","SUR",14,"s","s"
"SUR-J4","SUR",15,"s","s"
"SUR-J4","SUR",16,"s","s"
"SUR-J4","SUR",17,"s","s"
"SUR-J4","SUR",18,"s","s"
"SUR-J4","SUR",19,"s","s"
"SUR-J4","SUR",20,"s","s"
"SUR-J4","SUR",1,"p","p"
"SUR-J4","SUR",2,"p","p"
"SUR-J4","SUR",3,"p","p"
"SUR-J4","SUR",4,"s","s"
"SUR-J4","SUR",5,"s","s"
"SUR-J4","SUR",6,"s","s"
"SUR-J4","SUR",7,"s","s"
"SUR-J4","SUR",8,"s","s"
"SUR-J4","SUR",9,"s","s"
"SUR-J4","SUR",10,"s","s"
"SUR-J4","SUR",11,"s","s"
"SUR-J4","SUR",12,"s","s"
"SUR-J4","SUR",13,"s","s"
"SUR-J4","SUR",14,"s","s"
"SUR-J4","SUR",15,"s","s"
"SUR-J4","SUR",16,"s","s"
"SUR-J4","SUR",17,"s","s"
"SUR-J4","SUR",18,"s","s"
"SUR-J4","SUR",19,"s","s"
"SUR-J4","SUR",20,"s","s"
"SUR-K4","SUR",1,"p","p"
"SUR-K4","SUR",2,"p","p"
"SUR-K4","SUR",3,"s","s"
"SUR-K4","SUR",4,"s","s"
"SUR-K4","SUR",5,"s","s"
"SUR-K4","SUR",6,"s","s"
"SUR-K4","SUR",7,"s","s"
"SUR-K4","SUR",8,"p","p"
"SUR-K4","SUR",9,"p","p"
"SUR-K4","SUR",10,"p","p"
"SUR-K4","SUR",11,"p","p"
"SUR-K4","SUR",12,"p","p"
"SUR-K4","SUR",13,"p","p"
"SUR-K4","SUR",14,"p","p"
"SUR-K4","SUR",15,"p","p"
"SUR-K4","SUR",16,"p","p"
"SUR-K4","SUR",17,"u","u"
"SUR-K4","SUR",18,"p","p"
"SUR-K4","SUR",19,"p","p"
"SUR-K4","SUR",20,"p","p"
"SUR-K4","SUR",1,"p","p"
"SUR-K4","SUR",2,"p","p"
"SUR-K4","SUR",3,"p","p"
"SUR-K4","SUR",4,"s","s"
"SUR-K4","SUR",5,"s","s"
"SUR-K4","SUR",6,"s","s"
"SUR-K4","SUR",7,"s","s"
"SUR-K4","SUR",8,"p","p"
"SUR-K4","SUR",9,"p","p"
"SUR-K4","SUR",10,"p","p"
"SUR-K4","SUR",11,"p","p"
"SUR-K4","SUR",12,"p","p"
"SUR-K4","SUR",13,"p","p"
"SUR-K4","SUR",14,"p","p"
"SUR-K4","SUR",15,"p","p"
"SUR-K4","SUR",16,"p","p"
"SUR-K4","SUR",17,"u","u"
"SUR-K4","SUR",18,"p","p"
"SUR-K4","SUR",19,"p","p"
"SUR-K4","SUR",20,"p","p"
"SUR-K4","SUR",1,"p","p"
"SUR-K4","SUR",2,"p","p"
"SUR-K4","SUR",3,"p","p"
"SUR-K4","SUR",4,"s","s"
"SUR-K4","SUR",5,"s","s"
"SUR-K4","SUR",6,"s","s"
"SUR-K4","SUR",7,"s","s"
"SUR-K4","SUR",8,"p","p"
"SUR-K4","SUR",9,"p","p"
"SUR-K4","SUR",10,"p","p"
"SUR-K4","SUR",11,"p","p"
"SUR-K4","SUR",12,"p","p"
"SUR-K4","SUR",13,"p","p"
"SUR-K4","SUR",14,"p","p"
"SUR-K4","SUR",15,"p","p"
"SUR-K4","SUR",16,"p","p"
"SUR-K4","SUR",17,"p","p"
"SUR-K4","SUR",18,"u","u"
"SUR-K4","SUR",19,"p","p"
"SUR-K4","SUR",20,"p","p"
"SUR-K4","SUR",1,"p","p"
"SUR-K4","SUR",2,"p","p"
"SUR-K4","SUR",3,"s","s"
"SUR-K4","SUR",4,"s","s"
"SUR-K4","SUR",5,"s","s"
"SUR-K4","SUR",6,"s","s"
"SUR-K4","SUR",7,"s","s"
"SUR-K4","SUR",8,"p","p"
"SUR-K4","SUR",9,"p","p"
"SUR-K4","SUR",10,"p","p"
"SUR-K4","SUR",11,"p","p"
"SUR-K4","SUR",12,"p","p"
"SUR-K4","SUR",13,"p","p"
"SUR-K4","SUR",14,"p","p"
"SUR-K4","SUR",15,"p","p"
"SUR-K4","SUR",16,"p","p"
"SUR-K4","SUR",17,"p","p"
"SUR-K4","SUR",18,"u","u"
"SUR-K4","SUR",19,"p","p"
"SUR-K4","SUR",20,"p","p"
"TR1-C3","TR1",1,"u","u"
"TR1-C3","TR1",2,"d","d"
"TR1-C3","TR1",3,"d","d"
"TR1-C3","TR1",4,"d","d"
"TR1-C3","TR1",5,"p","p"
"TR1-C3","TR1",6,"p","p"
"TR1-C3","TR1",7,"s","s"
"TR1-C3","TR1",8,"s","s"
"TR1-C3","TR1",9,"s","s"
"TR1-C3","TR1",10,"s","s"
"TR1-C3","TR1",11,"s","s"
"TR1-C3","TR1",12,"s","s"
"TR1-C3","TR1",13,"s","s"
"TR1-C3","TR1",14,"s","s"
"TR1-C3","TR1",15,"s","s"
"TR1-C3","TR1",16,"s","s"
"TR1-C3","TR1",17,"s","s"
"TR1-C3","TR1",18,"s","s"
"TR1-C3","TR1",19,"s","s"
"TR1-C3","TR1",20,"s","s"
"SJA-C2","SJA",1,"p","u"
"SJA-C2","SJA",2,"p","u"
"SJA-C2","SJA",3,"p","u"
"SJA-C2","SJA",4,"m","m"
"SJA-C2","SJA",5,"m","m"
"SJA-C2","SJA",6,"m","m"
"SJA-C2","SJA",7,"m","m"
"SJA-C2","SJA",8,"m","m"
"SJA-C2","SJA",9,"m","m"
"SJA-C2","SJA",10,"m","m"
"SJA-C2","SJA",11,"m","m"
"SJA-C2","SJA",12,"m","m"
"SJA-C2","SJA",13,"m","m"
"SJA-C2","SJA",14,"m","m"
"SJA-C2","SJA",15,"m","m"
"SJA-C2","SJA",16,"m","m"
"SJA-C2","SJA",17,"f","f"
"SJA-C2","SJA",18,"f","f"
"SJA-C2","SJA",19,"f","f"
"SJA-C2","SJA",20,"f","f"
"SJA-C2","SJA",1,"p","p"
"SJA-C2","SJA",2,"p","p"
"SJA-C2","SJA",3,"p","p"
"SJA-C2","SJA",4,"m","m"
"SJA-C2","SJA",5,"m","m"
"SJA-C2","SJA",6,"m","m"
"SJA-C2","SJA",7,"m","m"
"SJA-C2","SJA",8,"m","m"
"SJA-C2","SJA",9,"m","m"
"SJA-C2","SJA",10,"m","m"
"SJA-C2","SJA",11,"m","m"
"SJA-C2","SJA",12,"m","m"
"SJA-C2","SJA",13,"m","m"
"SJA-C2","SJA",14,"m","m"
"SJA-C2","SJA",15,"m","m"
"SJA-C2","SJA",16,"f","f"
"SJA-C2","SJA",17,"f","f"
"SJA-C2","SJA",18,"f","f"
"SJA-C2","SJA",19,"f","f"
"SJA-C2","SJA",20,"f","f"
"SJA-C2","SJA",1,"p","u"
"SJA-C2","SJA",2,"p","u"
"SJA-C2","SJA",3,"p","p"
"SJA-C2","SJA",4,"m","m"
"SJA-C2","SJA",5,"m","m"
"SJA-C2","SJA",6,"m","m"
"SJA-C2","SJA",7,"m","m"
"SJA-C2","SJA",8,"m","m"
"SJA-C2","SJA",9,"m","m"
"SJA-C2","SJA",10,"m","m"
"SJA-C2","SJA",11,"m","m"
"SJA-C2","SJA",12,"m","m"
"SJA-C2","SJA",13,"m","m"
"SJA-C2","SJA",14,"m","m"
"SJA-C2","SJA",15,"m","m"
"SJA-C2","SJA",16,"f","m"
"SJA-C2","SJA",17,"f","f"
"SJA-C2","SJA",18,"f","f"
"SJA-C2","SJA",19,"f","f"
"SJA-C2","SJA",20,"f","f"
"SJA-C2","SJA",1,"p","p"
"SJA-C2","SJA",2,"p","p"
"SJA-C2","SJA",3,"p","p"
"SJA-C2","SJA",4,"m","m"
"SJA-C2","SJA",5,"m","m"
"SJA-C2","SJA",6,"m","m"
"SJA-C2","SJA",7,"m","m"
"SJA-C2","SJA",8,"m","m"
"SJA-C2","SJA",9,"m","m"
"SJA-C2","SJA",10,"m","m"
"SJA-C2","SJA",11,"m","m"
"SJA-C2","SJA",12,"m","m"
"SJA-C2","SJA",13,"m","m"
"SJA-C2","SJA",14,"m","m"
"SJA-C2","SJA",15,"m","m"
"SJA-C2","SJA",16,"f","f"
"SJA-C2","SJA",17,"f","f"
"SJA-C2","SJA",18,"f","f"
"SJA-C2","SJA",19,"f","f"
"SJA-C2","SJA",20,"f","f"
"CCL-M1","CCL",1,"d","d"
"CCL-M1","CCL",2,"u","u"
"CCL-M1","CCL",3,"u","u"
"CCL-M1","CCL",4,"p","p"
"CCL-M1","CCL",5,"p","p"
"CCL-M1","CCL",6,"p","p"
"CCL-M1","CCL",7,"p","p"
"CCL-M1","CCL",8,"p","p"
"CCL-M1","CCL",9,"u","u"
"CCL-M1","CCL",10,"u","u"
"CCL-M1","CCL",11,"p","p"
"CCL-M1","CCL",12,"p","p"
"CCL-M1","CCL",13,"p","p"
"CCL-M1","CCL",14,"u","u"
"CCL-M1","CCL",15,"d","d"
"CCL-M1","CCL",16,"d","d"
"CCL-M1","CCL",17,"d","d"
"CCL-M1","CCL",18,"p","p"
"CCL-M1","CCL",19,"u","u"
"CCL-M1","CCL",20,"u","u"
"CCL-M1","CCL",1,"d","d"
"CCL-M1","CCL",2,"p","p"
"CCL-M1","CCL",3,"u","u"
"CCL-M1","CCL",4,"p","p"
"CCL-M1","CCL",5,"p","p"
"CCL-M1","CCL",6,"p","p"
"CCL-M1","CCL",7,"p","p"
"CCL-M1","CCL",8,"p","p"
"CCL-M1","CCL",9,"u","u"
"CCL-M1","CCL",10,"u","u"
"CCL-M1","CCL",11,"p","p"
"CCL-M1","CCL",12,"p","p"
"CCL-M1","CCL",13,"p","p"
"CCL-M1","CCL",14,"u","u"
"CCL-M1","CCL",15,"d","d"
"CCL-M1","CCL",16,"d","d"
"CCL-M1","CCL",17,"d","d"
"CCL-M1","CCL",18,"p","p"
"CCL-M1","CCL",19,"p","p"
"CCL-M1","CCL",20,"p","p"
"CCL-M1","CCL",1,"d","d"
"CCL-M1","CCL",2,"u","u"
"CCL-M1","CCL",3,"u","u"
"CCL-M1","CCL",4,"p","p"
"CCL-M1","CCL",5,"p","p"
"CCL-M1","CCL",6,"p","p"
"CCL-M1","CCL",7,"p","p"
"CCL-M1","CCL",8,"p","p"
"CCL-M1","CCL",9,"u","u"
"CCL-M1","CCL",10,"u","u"
"CCL-M1","CCL",11,"p","p"
"CCL-M1","CCL",12,"p","p"
"CCL-M1","CCL",13,"p","p"
"CCL-M1","CCL",14,"u","u"
"CCL-M1","CCL",15,"d","d"
"CCL-M1","CCL",16,"d","d"
"CCL-M1","CCL",17,"d","d"
"CCL-M1","CCL",18,"p","p"
"CCL-M1","CCL",19,"p","p"
"CCL-M1","CCL",20,"p","p"
"CCL-M1","CCL",1,"d","d"
"CCL-M1","CCL",2,"u","u"
"CCL-M1","CCL",3,"u","u"
"CCL-M1","CCL",4,"p","p"
"CCL-M1","CCL",5,"p","p"
"CCL-M1","CCL",6,"p","p"
"CCL-M1","CCL",7,"p","p"
"CCL-M1","CCL",8,"p","p"
"CCL-M1","CCL",9,"u","u"
"CCL-M1","CCL",10,"p","p"
"CCL-M1","CCL",11,"p","p"
"CCL-M1","CCL",12,"p","p"
"CCL-M1","CCL",13,"u","u"
"CCL-M1","CCL",14,"d","d"
"CCL-M1","CCL",15,"d","d"
